groupId:artifactId,count,implementation,testImplementation,androidTestImplementation,kapt,classpath,api,annotationProcessor,compile,compileOnly,testCompile,testRuntimeOnly,testRuntime,runtimeOnly
com.rethinkdb:rethinkdb-driver,2,0,1,0,0,0,0,0,1,0,0,0,0,0
org.redisson:redisson,1,0,0,0,0,0,0,0,1,0,0,0,0,0
io.projectreactor.kafka:reactor-kafka,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.springframework:spring-context-indexer,6,1,0,0,0,0,0,1,0,4,0,0,0,0
org.springframework.boot:spring-boot-starter-data-cassandra-reactive,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.influxdb:influxdb-java,5,1,2,0,0,0,1,0,1,0,0,0,0,0
com.jakewharton:butterknife-gradle-plugin,3,0,0,0,0,3,0,0,0,0,0,0,0,0
org.jetbrains.kotlin:kotlin-compiler-internal-test-framework,1,0,1,0,0,0,0,0,0,0,0,0,0,0
org.jetbrains.kotlin:test-infrastructure-utils,1,0,1,0,0,0,0,0,0,0,0,0,0,0
org.jetbrains.kotlin:tests-compiler-utils,1,0,1,0,0,0,0,0,0,0,0,0,0,0
org.jetbrains.kotlin:tests-mutes,1,0,1,0,0,0,0,0,0,0,0,0,0,0
org.jetbrains.kotlin:tests-common,1,0,1,0,0,0,0,0,0,0,0,0,0,0
org.jetbrains.kotlin:kotlin-scripting-compiler,4,1,1,0,0,0,0,0,0,0,0,1,1,0
org.jetbrains.research:kfirst-runner-gradle-plugin,1,0,0,0,0,1,0,0,0,0,0,0,0,0
org.jetbrains.research:kfirst-runner,1,0,0,0,0,0,0,0,0,0,1,0,0,0
com.netflix.rxjava:rxjava-apache-http,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.android.support:cardview-v7,12,9,0,0,0,0,0,0,3,0,0,0,0,0
com.squareup.retrofit2:adapter-rxjava,7,2,0,0,0,0,1,0,4,0,0,0,0,0
org.jetbrains.anko:anko,4,3,0,0,0,0,0,0,1,0,0,0,0,0
org.jetbrains.anko:anko-commons,4,4,0,0,0,0,0,0,0,0,0,0,0,0
io.reactivex.rxjava2:rxandroid,12,10,0,0,0,0,0,0,2,0,0,0,0,0
com.jakewharton.rxbinding2:rxbinding-kotlin,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.soywiz.korlibs.korge.plugins:korge-gradle-plugin,6,0,0,0,0,6,0,0,0,0,0,0,0,0
org.jetbrains.kotlinx:kotlinx-coroutines-generate,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.jetbrains.kotlinx:kotlinx-coroutines-async,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.jetbrains.kotlinx:kotlinx-coroutines-rx,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.github.jvm-redux.jvm-redux-api:api,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.github.jvm-redux.jvm-redux-api:specs,1,0,0,0,0,0,0,0,0,0,1,0,0,0
org.tensorflow:ndarray,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.alibaba:fastjson,10,3,0,0,0,0,1,0,6,0,0,0,0,0
dom4j:dom4j,2,0,0,0,0,0,1,0,1,0,0,0,0,0
jaxen:jaxen,2,1,0,0,0,0,0,0,1,0,0,0,0,0
nz.net.ultraq.thymeleaf:thymeleaf-layout-dialect,3,2,0,0,0,0,0,0,1,0,0,0,0,0
org.webjars:vue,2,1,0,0,0,0,0,0,1,0,0,0,0,0
org.webjars:layui,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.webjars.npm:vue-resource,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.webjars.bower:datatables,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.vladsch.flexmark:flexmark-all,6,1,0,0,0,0,1,0,4,0,0,0,0,0
io.dropwizard:dropwizard-core,4,3,0,0,0,0,0,0,1,0,0,0,0,0
io.dropwizard:dropwizard-auth,3,1,0,0,0,0,1,0,1,0,0,0,0,0
io.dropwizard:dropwizard-assets,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.graphql-java-kickstart:graphql-java-tools,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.graphql-java-kickstart:graphql-java-kickstart,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.graphql-java-kickstart:graphql-java-servlet,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.docker-java:docker-java-core,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.github.docker-java:docker-java-transport-httpclient5,1,1,0,0,0,0,0,0,0,0,0,0,0,0
io.dropwizard:dropwizard-testing,3,0,2,0,0,0,0,0,0,0,1,0,0,0
lt.neworld.gradle:gradle-jdeploy-plugin,1,0,0,0,0,1,0,0,0,0,0,0,0,0
io.kotest:kotest-common,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.thrift:libthrift,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.github.kotlin-inquirer:kotlin-inquirer,3,3,0,0,0,0,0,0,0,0,0,0,0,0
org.neo4j.driver:neo4j-java-driver,2,2,0,0,0,0,0,0,0,0,0,0,0,0
io.github.erictsangx:kotlin-random,1,0,1,0,0,0,0,0,0,0,0,0,0,0
org.neo4j:neo4j-slf4j,2,1,1,0,0,0,0,0,0,0,0,0,0,0
org.neo4j.community:it-test-support,1,0,1,0,0,0,0,0,0,0,0,0,0,0
com.github.chrisbanes:PhotoView,5,5,0,0,0,0,0,0,0,0,0,0,0,0
br.com.gamemods:region-manipulator,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.jetbrains.kotlinx:kotlinx-cli-jvm,2,2,0,0,0,0,0,0,0,0,0,0,0,0
org.http4k:http4k-core,14,9,1,0,0,0,1,0,3,0,0,0,0,0
org.http4k:http4k-format-jackson,7,5,1,0,0,0,0,0,1,0,0,0,0,0
com.uchuhimo:konf,3,0,0,0,0,0,1,0,2,0,0,0,0,0
org.mindrot:jbcrypt,4,3,0,0,0,0,0,0,1,0,0,0,0,0
com.google.api:api-common,1,0,0,0,0,0,1,0,0,0,0,0,0,0
org.junit.platform:junit-platform-engine,5,1,1,0,0,0,1,0,0,0,0,0,2,0
com.salesforce.servicelibs:rxgrpc-stub,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.netflix.nebula:gradle-info-plugin,1,0,0,0,0,0,0,0,0,1,0,0,0,0
com.netflix.nebula:gradle-contacts-plugin,1,0,0,0,0,0,0,0,0,1,0,0,0,0
com.palantir.gradle.docker:gradle-docker,1,0,0,0,0,0,0,0,0,1,0,0,0,0
io.grpc:grpc-core,3,1,0,0,0,0,1,0,1,0,0,0,0,0
com.bybutter.sisyphus.tools:sisyphus-protobuf-gradle-plugin,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.bybutter.sisyphus.tools:sisyphus-project-gradle-plugin,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.gradle.kotlin:plugins,3,1,0,0,0,2,0,0,0,0,0,0,0,0
com.alibaba.csp:sentinel-datasource-redis,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.alibaba.csp:sentinel-grpc-adapter,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.alibaba.csp:sentinel-parameter-flow-control,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.alibaba.csp:sentinel-transport-simple-http,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.aliyun.hbase:alihbase-client,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.github.os72:protoc-jar,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.google.api.grpc:proto-google-common-protos,4,0,0,0,0,0,1,0,2,1,0,0,0,0
com.google.api:api-compiler,1,0,0,0,0,0,1,0,0,0,0,0,0,0
io.github.resilience4j:resilience4j-retrofit,1,0,0,0,0,0,1,0,0,0,0,0,0,0
io.grpc:grpc-kotlin-stub,5,4,0,0,0,0,1,0,0,0,0,0,0,0
io.kubernetes:client-java,3,1,0,0,0,0,1,0,1,0,0,0,0,0
io.swagger.core.v3:swagger-core,6,2,0,0,0,0,2,0,2,0,0,0,0,0
org.apache.maven.wagon:wagon-http,1,0,0,0,0,0,1,0,0,0,0,0,0,0
org.mongodb:mongodb-driver-reactivestreams,7,4,0,0,0,0,1,0,2,0,0,0,0,0
com.makeramen:roundedimageview,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.sothree.slidinguppanel:library,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.squareup.sqldelight:android-driver,4,4,0,0,0,0,0,0,0,0,0,0,0,0
com.android.support.test.uiautomator:uiautomator-v18,1,0,0,1,0,0,0,0,0,0,0,0,0,0
com.google.firebase:firebase-crashlytics-ndk,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.google.android.flexbox:flexbox,1,1,0,0,0,0,0,0,0,0,0,0,0,0
net.yslibrary.keyboardvisibilityevent:keyboardvisibilityevent,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.android.tools.build:gradle-api,3,2,0,0,0,0,0,0,0,1,0,0,0,0
com.google.gms:google-services,13,2,0,0,0,11,0,0,0,0,0,0,0,0
androidx.webkit:webkit,1,1,0,0,0,0,0,0,0,0,0,0,0,0
jp.wasabeef:richeditor-android,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.github.CameraKit:camerakit-android,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.getbase:floatingactionbutton,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.github.bumptech.glide:compiler,6,0,0,0,3,0,0,3,0,0,0,0,0,0
com.jakewharton:disklrucache,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.getkeepsafe.relinker:relinker,2,2,0,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-provider-gradle,2,0,0,0,0,2,0,0,0,0,0,0,0,0
com.squareup.okhttp3:okhttp-urlconnection,6,5,0,0,0,0,0,0,1,0,0,0,0,0
org.greenrobot:eventbus,3,0,0,0,0,0,2,0,1,0,0,0,0,0
com.jakewharton.threetenabp:threetenabp,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.jakewharton:process-phoenix,3,2,0,0,0,0,1,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-junit,1,0,1,0,0,0,0,0,0,0,0,0,0,0
au.com.dius:pact-jvm-consumer-java8,1,0,1,0,0,0,0,0,0,0,0,0,0,0
io.github.pilgr:paperdb,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.google.firebase:firebase-core,4,4,0,0,0,0,0,0,0,0,0,0,0,0
com.google.firebase:firebase-auth,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.google.firebase:firebase-database,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.google.firebase:firebase-storage,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.google.firebase:firebase-messaging,4,3,0,0,0,0,0,0,1,0,0,0,0,0
com.firebaseui:firebase-ui-database,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.afollestad.material-dialogs:core,4,3,0,0,0,0,1,0,0,0,0,0,0,0
org.jetbrains.anko:anko-sdk21-listeners,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.jetbrains.anko:anko-sdk21,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.google.zxing:core,10,8,0,0,0,0,1,0,1,0,0,0,0,0
com.google.android.support:wearable,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.google.android.wearable:wearable,1,0,0,0,0,0,1,0,0,0,0,0,0,0
io.realm:realm-gradle-plugin,4,0,0,0,0,4,0,0,0,0,0,0,0,0
androidx.test.espresso:espresso-accessibility,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.github.javafaker:javafaker,11,5,2,0,0,0,0,0,3,0,1,0,0,0
com.squareup.wire:wire-schema,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.google.apis:google-api-services-container,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.google.cloud:google-cloud-datastore,3,2,0,0,0,0,0,0,1,0,0,0,0,0
com.google.cloud:google-cloud-storage,8,5,0,0,0,0,1,0,2,0,0,0,0,0
com.google.apis:google-api-services-sheets,2,1,0,0,0,0,1,0,0,0,0,0,0,0
org.hamcrest:hamcrest-junit,3,0,2,0,0,0,0,0,0,0,1,0,0,0
me.dm7.barcodescanner:zxing,2,1,0,0,0,0,0,0,1,0,0,0,0,0
com.android.support:multidex,7,6,0,0,0,0,0,0,1,0,0,0,0,0
org.robolectric:robolectric,22,3,17,0,0,0,0,0,0,0,2,0,0,0
org.robolectric:shadows-multidex,1,0,0,0,0,0,0,0,0,0,1,0,0,0
org.robolectric:shadows-play-services,2,0,1,0,0,0,0,0,0,0,1,0,0,0
org.robolectric:shadows-support-v4,2,0,0,0,0,0,0,0,0,0,2,0,0,0
ru.lanwen.wiremock:wiremock-junit5,3,0,2,0,0,0,0,0,0,0,1,0,0,0
com.github.marcoferrer.krotoplus:protoc-gen-kroto-plus,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.marcoferrer.krotoplus:kroto-plus-test,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.marcoferrer.krotoplus:kroto-plus-message,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.marcoferrer.krotoplus:kroto-plus-coroutines,2,2,0,0,0,0,0,0,0,0,0,0,0,0
io.grpc:grpc-benchmarks,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.gradle:gradle-kotlin-dsl,1,0,0,0,0,0,0,0,0,1,0,0,0,0
com.google.gradle:osdetector-gradle-plugin,5,0,0,0,0,3,0,0,1,1,0,0,0,0
com.google.cloud:google-cloud-bigquery,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.google.cloud:google-cloud-spanner,2,1,0,0,0,0,0,0,1,0,0,0,0,0
de.itemis.mps:mps-gradle-plugin,1,0,0,0,0,1,0,0,0,0,0,0,0,0
com.google.googlejavaformat:google-java-format,3,1,0,0,0,1,0,0,1,0,0,0,0,0
com.google.android.gms:play-services-auth,2,1,0,0,0,0,1,0,0,0,0,0,0,0
com.jakewharton.timber:timber,16,11,0,0,0,0,3,0,1,1,0,0,0,0
de.rtrx.a:unexBot,1,1,0,0,0,0,0,0,0,0,0,0,0,0
dev.misfitlabs.kotlinguice4:kotlin-guice,2,2,0,0,0,0,0,0,0,0,0,0,0,0
net.dean.jraw:JRAW,3,2,0,0,0,0,0,0,1,0,0,0,0,0
com.google.inject.extensions:guice-assistedinject,4,3,0,0,0,0,1,0,0,0,0,0,0,0
com.uchuhimo:konf-core,4,4,0,0,0,0,0,0,0,0,0,0,0,0
com.uchuhimo:konf-yaml,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.codingfeline.buildkonfig:buildkonfig-gradle-plugin,2,0,0,0,0,2,0,0,0,0,0,0,0,0
com.github.natanbc:weeb4j,1,0,0,0,0,0,0,0,1,0,0,0,0,0
net.sf.trove4j:trove4j,3,1,0,0,0,0,0,0,2,0,0,0,0,0
io.kubernetes:client-java-extended,1,1,0,0,0,0,0,0,0,0,0,0,0,0
io.vertx:vertx-rx-java,3,1,0,0,0,0,0,0,2,0,0,0,0,0
io.vertx:vertx-web-common,1,1,0,0,0,0,0,0,0,0,0,0,0,0
io.vertx:vertx-web-client,9,6,1,0,0,0,1,0,1,0,0,0,0,0
io.vertx:vertx-micrometer-metrics,2,1,0,0,0,0,0,0,1,0,0,0,0,0
com.nextbreakpoint:com.nextbreakpoint.flinkclient,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.tomakehurst:wiremock-jre8,6,0,5,0,0,0,0,0,0,0,1,0,0,0
org.bouncycastle:bcpg-jdk15on,2,2,0,0,0,0,0,0,0,0,0,0,0,0
io.undertow:undertow-servlet,2,0,0,0,0,0,1,0,1,0,0,0,0,0
org.apache.solr:solr-solrj,1,0,0,0,0,0,0,0,0,0,1,0,0,0
net.mamoe:mirai-core-api,1,1,0,0,0,0,0,0,0,0,0,0,0,0
net.mamoe:mirai-console-terminal,2,0,1,0,0,0,0,0,0,1,0,0,0,0
com.github.only52607:luakt,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.springframework.restdocs:spring-restdocs-core,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.junit-pioneer:junit-pioneer,1,0,1,0,0,0,0,0,0,0,0,0,0,0
org.springframework.boot:spring-boot-starter-hateoas,2,1,0,0,0,0,0,0,0,0,1,0,0,0
org.hibernate.validator:hibernate-validator,4,1,1,0,0,0,0,0,0,0,1,0,0,1
com.jayway.jsonpath:json-path,12,5,2,0,0,0,1,0,2,0,2,0,0,0
com.github.java-json-tools:json-schema-validator,3,1,1,0,0,1,0,0,0,0,0,0,0,0
com.github.erosb:everit-json-schema,1,0,1,0,0,0,0,0,0,0,0,0,0,0
org.springframework.restdocs:spring-restdocs-mockmvc,5,0,3,0,0,0,0,0,1,0,1,0,0,0
org.springframework.restdocs:spring-restdocs-restassured,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.springframework.restdocs:spring-restdocs-webtestclient,2,0,0,0,0,0,0,0,1,0,1,0,0,0
io.swagger:swagger-core,3,0,0,0,0,0,0,0,3,0,0,0,0,0
io.swagger:swagger-parser,2,1,1,0,0,0,0,0,0,0,0,0,0,0
com.avast.gradle:gradle-docker-compose-plugin,5,0,0,0,0,4,0,0,1,0,0,0,0,0
ai.djl.pytorch:pytorch-engine,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ai.djl.pytorch:pytorch-native-auto,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.waicool20:waicoolUtils,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.waicool20:cvauto-android,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.monun:tap,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.github.monun:kommand,2,2,0,0,0,0,0,0,0,0,0,0,0,0
net.justmachinery.shellin:shellin,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.camunda.bpm.springboot:camunda-bpm-spring-boot-starter,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.camunda.bpm.springboot:camunda-bpm-spring-boot-starter-webapp,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.camunda.bpm.springboot:camunda-bpm-spring-boot-starter-rest,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.camunda.bpm:camunda-engine-plugin-spin,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.camunda.spin:camunda-spin-dataformat-json-jackson,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.httpcomponents:fluent-hc,4,2,2,0,0,0,0,0,0,0,0,0,0,0
org.camunda.bpm:camunda-engine,1,1,0,0,0,0,0,0,0,0,0,0,0,0
CraftTweaker2:CraftTweaker2-MC1120-Main,2,1,0,0,0,0,0,0,1,0,0,0,0,0
com.trevjonez.github:releases,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.trevjonez.github:gradle-helpers,1,0,0,0,0,0,1,0,0,0,0,0,0,0
org.jetbrains.dokka:dokka-base,6,2,0,0,0,4,0,0,0,0,0,0,0,0
org.jetbrains.dokka:templating-plugin,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.jetbrains.dokka:dokka-core,3,1,0,0,0,0,0,0,0,2,0,0,0,0
org.freemarker:freemarker,15,8,0,0,0,0,1,0,5,1,0,0,0,0
com.danielgergely.kgl:kgl-metadata,1,0,0,0,0,0,1,0,0,0,0,0,0,0
spek:spek-dsl,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ch.tutteli.atrium:${Versions.atriumApi}-common,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.deepsymmetry:beat-link,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.joml:joml,5,4,0,0,0,0,1,0,0,0,0,0,0,0
com.danielgergely.kgl:kgl-jvm,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.lwjgl:lwjgl-glfw,7,3,0,0,0,0,2,0,2,0,0,0,0,0
org.lwjgl:lwjgl-opengl,8,4,0,0,0,0,2,0,2,0,0,0,0,0
com.danielgergely.kgl:kgl-lwjgl,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.danielgergely.kgl:kgl-jogl,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.jmdns:jmdns,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ch.tutteli.atrium:${Versions.atriumApi},1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.danielgergely.kgl:kgl-js,1,1,0,0,0,0,0,0,0,0,0,0,0,0
net.subroh0508.kotlinmaterialui:core,1,1,0,0,0,0,0,0,0,0,0,0,0,0
net.subroh0508.kotlinmaterialui:lab,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ch.tutteli.atrium:${Versions.atriumApi}-js,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.litote.kmongo:kmongo-coroutine,3,2,0,0,0,0,0,0,1,0,0,0,0,0
com.x5dev:chunk-templates,2,1,0,0,0,0,0,0,1,0,0,0,0,0
io.mockk:mockk-common,9,7,0,0,0,0,1,0,0,0,1,0,0,0
io.mockk:mockk-js,2,1,0,0,0,0,0,0,0,0,1,0,0,0
org.apache.xmlgraphics:batik-all,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.jetbrains.compose:compose-gradle-plugin,3,1,0,0,0,2,0,0,0,0,0,0,0,0
org.springframework.boot:spring-boot-starter-tomcat,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.apache.wicket:wicket-core,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.apache.wicket:wicket-extensions,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.apache.wicket:wicket-spring,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.wicketstuff:wicketstuff-annotation,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.wicketstuff:wicketstuff-select2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
de.agilecoders.wicket:wicket-bootstrap-core,1,0,0,0,0,0,0,0,1,0,0,0,0,0
de.agilecoders.wicket:wicket-bootstrap-extensions,1,0,0,0,0,0,0,0,1,0,0,0,0,0
de.agilecoders.wicket:wicket-bootstrap-themes,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.apache.wicket:wicket-ioc,1,0,0,0,0,0,0,0,0,1,0,0,0,0
de.agilecoders.wicket.webjars:wicket-webjars,1,0,0,0,0,0,0,0,0,1,0,0,0,0
com.cpacm:floatingmusicmenu,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.facebook.stetho:stetho,3,3,0,0,0,0,0,0,0,0,0,0,0,0
org.springframework.boot:spring-boot-starter-logging,4,1,0,0,0,0,0,0,2,1,0,0,0,0
org.springframework.boot:spring-boot,4,2,0,0,0,0,1,0,1,0,0,0,0,0
io.spring.gradle:propdeps-plugin,3,0,0,0,0,3,0,0,0,0,0,0,0,0
ink.ptms.cronus:Cronus,1,1,0,0,0,0,0,0,0,0,0,0,0,0
net.citizensnpcs:Citizens,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.guillaumevdn.gcore:GCore,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.guillaumevdn.questcreator:QuestCreator,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.ronmamo:reflections,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.Tea-Ayataka:Kordis,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.neovisionaries:nv-websocket-client,4,4,0,0,0,0,0,0,0,0,0,0,0,0
com.facebook.shimmer:shimmer,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.vanniktech:gradle-android-junit-jacoco-plugin,4,3,0,0,0,1,0,0,0,0,0,0,0,0
io.strikt:strikt-core,8,1,6,0,0,0,1,0,0,0,0,0,0,0
org.leadpony.justify:justify,1,0,1,0,0,0,0,0,0,0,0,0,0,0
org.leadpony.joy:joy-classic,1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.jooq:joor,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.bouncycastle:bcprov-jdk16,2,0,0,0,0,0,1,0,1,0,0,0,0,0
com.teamdev.jxbrowser:jxbrowser-cross-platform,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.teamdev.jxbrowser:jxbrowser-win64,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.teamdev.jxbrowser:jxbrowser-win32,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.teamdev.jxbrowser:jxbrowser-mac,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.teamdev.jxbrowser:jxbrowser-linux64,1,0,0,0,0,0,0,0,1,0,0,0,0,0
io.vertx:vertx-redis-client,2,0,0,0,0,0,1,0,1,0,0,0,0,0
io.johnsonlee.buildprops:buildprops-gradle-plugin,2,0,0,0,0,2,0,0,0,0,0,0,0,0
org.ow2.asm:asm-analysis,2,1,0,0,0,0,1,0,0,0,0,0,0,0
com.android.tools.build:builder,1,0,0,0,0,0,0,0,0,1,0,0,0,0
io.bootstage.testkit:testkit-gradle-plugin,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.jetbrains.kotlinx:kotlinx-coroutines-javafx,8,4,0,0,0,0,1,0,3,0,0,0,0,0
com.vdurmont:semver4j,5,3,0,0,0,0,0,0,2,0,0,0,0,0
org.eclipse.lsp4j:org.eclipse.lsp4j.debug,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.fwcd.kotlin-language-server:shared,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.netflix.nebula:nebula-gradle-interop,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.jetbrains.kotlin:kotlin-annotation-processing-gradle,1,0,0,0,0,0,0,0,0,1,0,0,0,0
org.jetbrains.kotlin:kotlin-android-extensions,8,0,0,0,0,7,0,0,0,1,0,0,0,0
org.jetbrains.kotlin:kotlin-compiler-runner,1,0,0,0,0,0,0,0,0,1,0,0,0,0
org.jetbrains:kotlin-numpy,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.jetbrains.kotlinx:kotlinx-coroutines-debug,6,3,1,0,0,0,1,0,0,0,1,0,0,0
com.squareup.retrofit2:retrofit-mock,6,2,1,0,0,0,0,0,0,0,3,0,0,0
com.google.auto:auto-common,4,3,0,0,0,0,0,0,1,0,0,0,0,0
androidx.fragment:fragment,5,4,0,1,0,0,0,0,0,0,0,0,0,0
androidx.viewpager2:viewpager2,5,5,0,0,0,0,0,0,0,0,0,0,0,0
androidx.vectordrawable:vectordrawable,3,3,0,0,0,0,0,0,0,0,0,0,0,0
io.reactivex.rxjava3:rxandroid,4,4,0,0,0,0,0,0,0,0,0,0,0,0
com.sksamuel.scrimage:scrimage-webp,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.amazonaws:aws-java-sdk-bom,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.amazonaws:aws-java-sdk-s3control,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.querydsl:querydsl-jpa,4,2,0,0,0,0,1,0,1,0,0,0,0,0
com.blazebit:blaze-persistence-core-api,1,0,0,0,0,0,0,0,0,1,0,0,0,0
com.blazebit:blaze-persistence-core-impl,1,0,0,0,0,0,0,0,0,0,0,0,0,1
com.blazebit:blaze-persistence-integration-querydsl-expressions,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.blazebit:blaze-persistence-integration-hibernate-5.4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
gradle.plugin.com.github.jk1:gradle-license-report,1,1,0,0,0,0,0,0,0,0,0,0,0,0
net.onedaybeard.artemis:artemis-odb-gradle-plugin,2,0,0,0,0,2,0,0,0,0,0,0,0,0
world.gregs.hestia:hestia-server-core,1,1,0,0,0,0,0,0,0,0,0,0,0,0
net.onedaybeard.artemis:artemis-odb-serializer,1,1,0,0,0,0,0,0,0,0,0,0,0,0
