groupId,count,implementation,testImplementation,androidTestImplementation,kapt,classpath,api,annotationProcessor,compile,compileOnly,testCompile,testRuntimeOnly,testRuntime,runtimeOnly
org.sert2521.sertain,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.github.gmazzo,2,0,0,0,0,1,1,0,0,0,0,0,0,0
net.bytebuddy,16,2,6,0,0,0,1,0,0,0,0,2,5,0
com.google.auto.factory,6,2,0,0,2,0,0,2,0,0,0,0,0,0
com.google.auto.value,9,2,0,0,3,0,0,2,0,2,0,0,0,0
com.github.pgutkowski,2,0,0,0,0,0,0,0,2,0,0,0,0,0
com.fkorotkov,2,1,0,0,0,1,0,0,0,0,0,0,0,0
org.smali,3,1,0,0,0,0,0,0,2,0,0,0,0,0
org.bytedeco,10,6,0,0,0,0,3,0,1,0,0,0,0,0
com.jakewharton.confundus,3,0,0,0,0,3,0,0,0,0,0,0,0,0
net.andreinc.mockneat,1,0,0,0,0,0,0,0,1,0,0,0,0,0
net.andreinc.ansiscape,1,0,0,0,0,0,0,0,1,0,0,0,0,0
commons-fileupload,5,1,0,0,0,0,0,0,2,0,2,0,0,0
com.github.ben-manes.caffeine,37,15,1,0,0,0,7,0,13,1,0,0,0,0
net.i2p.crypto,2,0,0,0,0,1,0,0,1,0,0,0,0,0
org.bouncycastle,50,34,1,0,0,0,5,0,10,0,0,0,0,0
javax.persistence,4,1,0,0,0,0,2,0,1,0,0,0,0,0
com.esotericsoftware,12,1,1,0,0,0,3,0,5,1,0,1,0,0
commons-beanutils,4,1,0,0,0,0,0,0,3,0,0,0,0,0
org.apache.activemq,7,1,0,0,0,0,0,0,6,0,0,0,0,0
com.jcabi,11,2,0,0,0,0,0,0,9,0,0,0,0,0
net.corda.djvm,3,0,1,0,0,0,1,0,1,0,0,0,0,0
org.apache.shiro,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.github.bft-smart,1,0,0,0,0,0,0,0,1,0,0,0,0,0
io.atomix.copycat,2,0,0,0,0,0,0,0,2,0,0,0,0,0
io.atomix.catalyst,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.eclipse.jetty,30,7,3,0,0,0,0,0,17,0,3,0,0,0
org.glassfish.jersey.core,16,1,0,0,0,0,6,0,8,0,1,0,0,0
org.glassfish.jersey.containers,9,0,1,0,0,0,2,0,4,0,2,0,0,0
com.palominolabs.metrics,1,0,0,0,0,0,0,0,1,0,0,0,0,0
de.jensd,12,6,0,0,0,0,1,0,5,0,0,0,0,0
org.reactfx,3,0,0,0,0,0,0,0,3,0,0,0,0,0
org.fxmisc.easybind,2,0,0,0,0,0,0,0,2,0,0,0,0,0
org.jfxtras,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.github.mfornos,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.yuvimasory,1,0,0,0,0,0,0,0,1,0,0,0,0,0
net.sf.jopt-simple,11,1,0,0,0,0,0,0,9,1,0,0,0,0
com.jcraft,8,4,0,0,0,0,2,0,1,0,1,0,0,0
org.jetbrains.jediterm,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.github.docker-java,11,7,0,0,0,0,3,0,1,0,0,0,0,0
javassist,6,0,0,0,0,2,0,0,3,1,0,0,0,0
com.palantir.docker.compose,6,0,5,0,0,0,0,0,0,0,1,0,0,0
org.seleniumhq.selenium,29,10,7,0,0,0,2,0,5,3,2,0,0,0
com.github.detro,1,0,0,0,0,0,0,0,0,0,1,0,0,0
javax.ws.rs,7,0,0,0,0,0,3,0,4,0,0,0,0,0
com.opengamma.strata,22,0,0,0,0,0,0,0,22,0,0,0,0,0
com.google.jimfs,16,1,11,0,0,0,1,0,1,0,2,0,0,0
org.glassfish.jersey.media,5,0,0,0,0,0,2,0,3,0,0,0,0,0
org.gradle,10,5,1,0,0,1,0,0,1,2,0,0,0,0
org.apache.qpid,2,0,0,0,0,0,0,0,2,0,0,0,0,0
de.javakaffee,5,1,1,0,0,0,1,0,2,0,0,0,0,0
org.owasp,3,1,0,0,0,2,0,0,0,0,0,0,0,0
org.jfrog.buildinfo,12,2,0,0,0,9,1,0,0,0,0,0,0,0
us.kirchmeier,1,0,0,0,0,1,0,0,0,0,0,0,0,0
org.sonarsource.scanner.gradle,8,3,0,0,0,5,0,0,0,0,0,0,0,0
org.iq80.snappy,4,2,0,0,0,0,0,0,2,0,0,0,0,0
com.github.kstyrc,1,0,1,0,0,0,0,0,0,0,0,0,0,0
io.prestosql,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.pulsar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.google.api-client,10,5,0,0,0,3,0,0,2,0,0,0,0,0
com.google.oauth-client,6,5,0,0,0,0,0,0,1,0,0,0,0,0
com.google.apis,16,11,0,0,0,3,1,0,1,0,0,0,0,0
me.eugeniomarletti.kotlin.metadata,6,1,0,0,0,0,0,0,5,0,0,0,0,0
com.google.android.gms,20,16,0,1,0,1,2,0,0,0,0,0,0,0
com.android.support.test,57,1,0,56,0,0,0,0,0,0,0,0,0,0
com.android.support.test.espresso,51,1,0,49,0,0,1,0,0,0,0,0,0,0
gradle.plugin.nl.javadude.gradle.plugins,1,0,0,0,0,1,0,0,0,0,0,0,0,0
org.springframework.batch,7,0,4,0,0,0,1,0,2,0,0,0,0,0
org.springframework.integration,7,5,0,0,0,0,0,0,2,0,0,0,0,0
com.github.zafarkhaja,7,6,0,0,0,0,0,0,1,0,0,0,0,0
org.jetbrains.teamcity.internal,2,0,0,0,0,0,0,0,0,2,0,0,0,0
org.jmock,20,0,1,0,0,0,0,0,0,0,19,0,0,0
com.github.Frotty,2,0,0,0,0,0,0,0,2,0,0,0,0,0
com.github.elsiff,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.sk89q,1,0,0,0,0,0,0,0,0,1,0,0,0,0
net.milkbowl.vault,1,0,0,0,0,0,0,0,0,1,0,0,0,0
net.citizensnpcs,2,1,0,0,0,0,0,0,0,1,0,0,0,0
me.clip,12,1,0,0,0,0,0,0,2,9,0,0,0,0
com.github.mcMMO-Dev,1,0,0,0,0,0,0,0,0,1,0,0,0,0
com.importre,4,1,0,0,0,2,0,0,1,0,0,0,0,0
org.springframework.build.gradle,2,0,0,0,0,2,0,0,0,0,0,0,0,0
com.bmuschko,13,0,0,0,0,13,0,0,0,0,0,0,0,0
com.xenomachina,15,7,0,0,0,0,0,0,8,0,0,0,0,0
com.github.javaparser,3,3,0,0,0,0,0,0,0,0,0,0,0,0
org.jgrapht,8,3,3,0,0,0,0,0,2,0,0,0,0,0
io.data2viz.geojson,3,0,0,0,0,0,3,0,0,0,0,0,0,0
org.webjars,19,15,0,0,0,0,0,0,4,0,0,0,0,0
org.reflections,35,16,1,0,0,0,3,0,13,0,2,0,0,0
io.reactivex.rxjava3,36,27,1,0,0,0,5,0,1,2,0,0,0,0
com.github.kizitonwose,3,3,0,0,0,0,0,0,0,0,0,0,0,0
io.grpc,162,66,8,0,0,0,27,0,53,0,2,0,0,6
org.codehaus.groovy,90,16,38,0,0,1,3,0,9,0,22,0,0,1
com.github.ajalt.clikt,23,22,0,0,0,0,1,0,0,0,0,0,0,0
me.tongfei,5,3,0,0,0,0,0,0,2,0,0,0,0,0
io.heartpattern,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.badlogicgames.gdx,76,22,13,0,0,5,6,0,23,6,1,0,0,0
com.github.hypfvieh,2,2,0,0,0,0,0,0,0,0,0,0,0,0
org.codehaus.plexus,10,7,0,0,0,0,0,0,3,0,0,0,0,0
org.apache.maven,31,21,1,0,0,1,2,0,6,0,0,0,0,0
org.mongodb,15,10,0,0,0,0,2,0,3,0,0,0,0,0
com.github.studo-app,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.squareup.leakcanary,4,3,0,1,0,0,0,0,0,0,0,0,0,0
com.apurebase,3,2,0,0,0,0,0,0,1,0,0,0,0,0
com.rometools,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.github.dfabulich,1,1,0,0,0,0,0,0,0,0,0,0,0,0
clojuresque,1,0,0,0,0,1,0,0,0,0,0,0,0,0
org.clojure,10,3,1,0,0,1,0,0,1,0,2,2,0,0
criterium,1,0,0,0,0,0,0,0,0,0,1,0,0,0
com.iyanuadelekan,2,0,0,0,0,0,0,0,2,0,0,0,0,0
com.github.seratch,3,0,0,0,0,0,0,0,3,0,0,0,0,0
org.celtric.kotlin,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.jetbrains.kotlin.kapt,1,0,0,0,0,1,0,0,0,0,0,0,0,0
com.google.android,14,3,2,0,0,0,0,0,0,9,0,0,0,0
io.github.cottonmc,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.vladsch.flexmark,36,18,0,0,0,0,2,0,16,0,0,0,0,0
com.j256.simplemagic,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.github.tomakehurst,30,1,22,0,0,2,1,0,0,0,4,0,0,0
net.java.sezpoz,1,0,0,0,1,0,0,0,0,0,0,0,0,0
org.spockframework,29,0,11,0,0,0,0,0,1,0,17,0,0,0
com.sparkjava,13,4,0,0,0,0,0,0,9,0,0,0,0,0
io.emeraldpay,1,1,0,0,0,0,0,0,0,0,0,0,0,0
io.projectreactor.addons,4,2,0,0,0,0,0,0,1,0,1,0,0,0
com.salesforce.servicelibs,3,1,0,0,0,0,2,0,0,0,0,0,0,0
io.infinitape,8,8,0,0,0,0,0,0,0,0,0,0,0,0
org.bitcoinj,8,3,0,0,0,0,2,0,3,0,0,0,0,0
cglib,8,0,1,0,0,0,1,0,0,0,3,1,2,0
org.objenesis,9,1,2,0,0,0,0,0,0,0,1,0,5,0
org.mock-server,14,2,2,0,0,0,2,0,0,0,8,0,0,0
nl.jqno.equalsverifier,2,0,2,0,0,0,0,0,0,0,0,0,0,0
com.github.node-gradle,6,4,0,0,0,2,0,0,0,0,0,0,0,0
androidx.biometric,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.devbrackets.android,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.davemorrissey.labs,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ca.allanwang.kau,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cn.nukkit,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.google.auth,6,2,0,0,0,0,2,0,2,0,0,0,0,0
io.github.simonschiller,1,0,0,0,0,1,0,0,0,0,0,0,0,0
com.github.kotlin-graphics,4,1,0,0,0,0,0,0,3,0,0,0,0,0
org.jogamp.gluegen,8,2,0,0,0,0,0,0,6,0,0,0,0,0
org.jogamp.jogl,6,2,0,0,0,0,0,0,4,0,0,0,0,0
net.portswigger.burp.extender,4,1,0,0,0,0,0,0,3,0,0,0,0,0
org.python,2,1,0,0,0,0,0,0,1,0,0,0,0,0
com.android.support.constraint,47,40,0,0,0,0,1,0,6,0,0,0,0,0
${it.key},2,2,0,0,0,0,0,0,0,0,0,0,0,0
me.lazmaid.kraph,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.awaitility,17,2,11,2,0,0,0,0,1,0,1,0,0,0
io.kindedj,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.mikepenz,2,1,0,0,0,0,1,0,0,0,0,0,0,0
com.malinskiy,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.github.theapache64,7,3,2,0,0,0,2,0,0,0,0,0,0,0
com.ToxicBakery.logging,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.arkivanov.decompose,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.alialbaali.kamel,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.fabioCollini.daggermock,4,0,4,0,0,0,0,0,0,0,0,0,0,0
gradle.plugin.com.craigburke.gradle,4,0,0,0,0,4,0,0,0,0,0,0,0,0
com.strumenta.antlr-kotlin,10,0,0,0,0,4,1,0,5,0,0,0,0,0
io.github.manamiproject,9,6,1,0,0,0,2,0,0,0,0,0,0,0
eu.hansolo,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.lwjgl,68,29,0,0,0,0,15,0,16,0,0,0,0,8
com.github.oshi,7,6,0,0,0,0,1,0,0,0,0,0,0,0
org.asynchttpclient,4,2,0,0,0,0,0,0,2,0,0,0,0,0
com.sun.activation,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.supercilex.gradle,1,0,0,0,0,1,0,0,0,0,0,0,0,0
com.github.jasminb,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.tokend,4,0,0,0,0,0,0,0,4,0,0,0,0,0
com.github.jensim,1,0,1,0,0,0,0,0,0,0,0,0,0,0
com.ferranpons,1,0,0,0,0,1,0,0,0,0,0,0,0,0
com.github.dcendents,34,0,0,0,0,34,0,0,0,0,0,0,0,0
io.swagger,14,5,2,0,0,0,4,0,3,0,0,0,0,0
com.schibsted.spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0
com.soywiz.korlibs.klock,4,3,0,0,0,0,1,0,0,0,0,0,0,0
gradle.plugin.com.soywiz,1,0,0,0,0,1,0,0,0,0,0,0,0,0
com.soywiz,5,0,0,0,0,1,0,0,4,0,0,0,0,0
org.jogamp.jocl,1,0,0,0,0,0,0,0,1,0,0,0,0,0
io.rsocket.kotlin,12,10,1,0,0,0,1,0,0,0,0,0,0,0
org.rocksdb,2,1,0,0,0,0,0,0,1,0,0,0,0,0
com.jakewharton.timber,31,22,0,0,0,0,6,0,1,2,0,0,0,0
digital.wup,3,1,0,0,0,2,0,0,0,0,0,0,0,0
co.touchlab.knarch,3,3,0,0,0,0,0,0,0,0,0,0,0,0
co.touchlab.knarch.threads,3,3,0,0,0,0,0,0,0,0,0,0,0,0
android.arch.lifecycle,9,6,0,0,3,0,0,0,0,0,0,0,0,0
com.android.support,169,118,0,0,0,0,1,0,50,0,0,0,0,0
org.jetbrains.teamcity,3,0,0,0,0,0,0,0,2,0,1,0,0,0
org.tensorflow,4,2,0,0,0,0,0,0,2,0,0,0,0,0
net.jodah,6,2,2,0,0,0,0,0,2,0,0,0,0,0
ch.delconte.screeps-kotlin,2,1,0,0,0,0,0,0,1,0,0,0,0,0
org.apache.sshd,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.mojang,7,2,0,0,0,0,0,0,1,4,0,0,0,0
com.jagrosh,3,2,0,0,0,0,0,0,1,0,0,0,0,0
com.github.cookiedragon234,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.jakewharton.rxbinding2,4,2,0,0,0,0,2,0,0,0,0,0,0,0
androidx.multidex,10,10,0,0,0,0,0,0,0,0,0,0,0,0
com.uber.autodispose,7,7,0,0,0,0,0,0,0,0,0,0,0,0
org.aspectj,5,3,0,0,0,0,0,0,2,0,0,0,0,0
com.github.pozo,6,0,0,0,3,0,3,0,0,0,0,0,0,0
org.mapstruct,9,1,0,0,3,0,3,0,2,0,0,0,0,0
org.dom4j,4,1,0,0,0,0,3,0,0,0,0,0,0,0
com.google.re2j,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.FRCTeam4069,1,0,0,0,0,0,1,0,0,0,0,0,0,0
edu.wpi.first.wpimath,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.haroncode.gemini,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.google.errorprone,6,6,0,0,0,0,0,0,0,0,0,0,0,0
com.github.davidmoten,5,3,0,0,0,0,1,0,1,0,0,0,0,0
org.quicktheories,4,0,4,0,0,0,0,0,0,0,0,0,0,0
edu.rice.ricechecks,1,1,0,0,0,0,0,0,0,0,0,0,0,0
javax.cache,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.lightningkite,1,0,0,0,0,1,0,0,0,0,0,0,0,0
com.github.yole.jitwatch,1,0,0,0,0,0,0,0,1,0,0,0,0,0
net.md-5,10,1,0,0,0,2,0,0,1,6,0,0,0,0
com.velocitypowered,11,1,0,0,1,0,0,4,0,5,0,0,0,0
com.auth0,20,11,0,0,0,0,2,0,7,0,0,0,0,0
com.github.kmehrunes,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.robinbraemer,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.eclipse.aether,15,8,0,0,0,0,0,0,7,0,0,0,0,0
org.apache.ivy,2,1,0,0,0,0,1,0,0,0,0,0,0,0
net.sf.kxml,7,1,0,0,0,0,0,0,0,3,0,0,0,3
jp.wasabeef,2,1,0,0,0,0,1,0,0,0,0,0,0,0
de.hdodenhof,7,6,0,0,0,0,1,0,0,0,0,0,0,0
com.hyman,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.github.jdsjlzx,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.yanzhenjie.permission,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.promeg,1,1,0,0,0,0,0,0,0,0,0,0,0,0
net.lingala.zip4j,6,6,0,0,0,0,0,0,0,0,0,0,0,0
com.github.michael-rapp,1,0,0,0,0,0,1,0,0,0,0,0,0,0
net.dv8tion,11,2,0,0,0,0,2,0,4,3,0,0,0,0
com.github.devoxin,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.github.natanbc,5,3,0,0,0,0,0,0,2,0,0,0,0,0
io.sentry,15,11,0,0,0,0,0,0,4,0,0,0,0,0
ninja.leaping.configurate,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.rethinkdb,5,2,2,0,0,0,0,0,1,0,0,0,0,0
org.redisson,1,0,0,0,0,0,0,0,1,0,0,0,0,0
io.projectreactor.kafka,2,0,0,0,0,0,0,0,2,0,0,0,0,0
org.influxdb,12,3,4,0,0,0,4,0,1,0,0,0,0,0
com.jakewharton,15,6,0,0,2,3,1,1,2,0,0,0,0,0
org.jetbrains.research,2,0,0,0,0,1,0,0,0,0,1,0,0,0
com.netflix.rxjava,10,0,0,0,0,0,0,0,10,0,0,0,0,0
org.jetbrains.anko,34,22,0,0,0,0,0,0,12,0,0,0,0,0
com.soywiz.korlibs.korge.plugins,6,0,0,0,0,6,0,0,0,0,0,0,0,0
com.github.jvm-redux.jvm-redux-api,2,0,0,0,0,0,0,0,1,0,1,0,0,0
com.alibaba,15,3,0,0,0,0,1,0,11,0,0,0,0,0
dom4j,2,0,0,0,0,0,1,0,1,0,0,0,0,0
jaxen,3,1,0,0,0,0,1,0,1,0,0,0,0,0
nz.net.ultraq.thymeleaf,3,2,0,0,0,0,0,0,1,0,0,0,0,0
org.webjars.npm,2,1,0,0,0,0,0,0,1,0,0,0,0,0
org.webjars.bower,2,1,0,0,0,0,0,0,1,0,0,0,0,0
io.dropwizard,70,39,23,0,0,0,2,0,3,0,1,0,0,2
com.graphql-java-kickstart,11,11,0,0,0,0,0,0,0,0,0,0,0,0
lt.neworld.gradle,1,0,0,0,0,1,0,0,0,0,0,0,0,0
org.apache.thrift,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.github.kotlin-inquirer,3,3,0,0,0,0,0,0,0,0,0,0,0,0
org.neo4j.driver,3,3,0,0,0,0,0,0,0,0,0,0,0,0
io.github.erictsangx,1,0,1,0,0,0,0,0,0,0,0,0,0,0
org.neo4j,3,2,1,0,0,0,0,0,0,0,0,0,0,0
org.neo4j.community,1,0,1,0,0,0,0,0,0,0,0,0,0,0
com.github.chrisbanes,5,5,0,0,0,0,0,0,0,0,0,0,0,0
br.com.gamemods,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.http4k,103,53,30,0,0,0,7,0,13,0,0,0,0,0
com.uchuhimo,11,7,0,0,0,0,1,0,3,0,0,0,0,0
org.mindrot,4,3,0,0,0,0,0,0,1,0,0,0,0,0
com.google.api,9,3,0,0,0,0,3,0,3,0,0,0,0,0
com.palantir.gradle.docker,3,1,0,0,0,0,1,0,0,1,0,0,0,0
com.bybutter.sisyphus.tools,2,2,0,0,0,0,0,0,0,0,0,0,0,0
org.gradle.kotlin,5,1,0,0,0,3,1,0,0,0,0,0,0,0
com.alibaba.csp,4,0,0,0,0,0,4,0,0,0,0,0,0,0
com.aliyun.hbase,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.github.os72,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.google.api.grpc,11,1,2,0,0,0,1,0,4,3,0,0,0,0
io.github.resilience4j,8,7,0,0,0,0,1,0,0,0,0,0,0,0
io.kubernetes,7,5,0,0,0,0,1,0,1,0,0,0,0,0
io.swagger.core.v3,11,7,0,0,0,0,2,0,2,0,0,0,0,0
org.apache.maven.wagon,2,0,0,0,0,0,1,0,1,0,0,0,0,0
com.makeramen,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.sothree.slidinguppanel,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.squareup.sqldelight,32,25,1,0,0,6,0,0,0,0,0,0,0,0
com.android.support.test.uiautomator,2,0,0,2,0,0,0,0,0,0,0,0,0,0
com.google.firebase,47,39,0,0,0,5,1,0,2,0,0,0,0,0
com.google.android.flexbox,1,1,0,0,0,0,0,0,0,0,0,0,0,0
net.yslibrary.keyboardvisibilityevent,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.google.gms,14,2,0,0,0,12,0,0,0,0,0,0,0,0
androidx.webkit,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.CameraKit,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.getbase,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.github.bumptech.glide,20,13,0,0,3,0,0,3,1,0,0,0,0,0
com.getkeepsafe.relinker,2,2,0,0,0,0,0,0,0,0,0,0,0,0
au.com.dius,4,0,2,0,0,2,0,0,0,0,0,0,0,0
org.greenrobot,4,0,0,0,0,0,2,0,2,0,0,0,0,0
com.jakewharton.threetenabp,1,0,0,0,0,0,1,0,0,0,0,0,0,0
io.github.pilgr,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.firebaseui,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.afollestad.material-dialogs,7,5,0,0,0,0,2,0,0,0,0,0,0,0
com.google.zxing,15,12,0,0,0,0,1,0,2,0,0,0,0,0
com.google.android.support,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.google.android.wearable,1,0,0,0,0,0,1,0,0,0,0,0,0,0
io.realm,7,1,0,0,1,4,0,1,0,0,0,0,0,0
com.github.javafaker,13,6,2,0,0,0,1,0,3,0,1,0,0,0
com.squareup.wire,18,8,0,0,0,6,3,0,1,0,0,0,0,0
me.dm7.barcodescanner,2,1,0,0,0,0,0,0,1,0,0,0,0,0
org.robolectric,34,6,21,1,0,0,0,0,0,0,6,0,0,0
ru.lanwen.wiremock,3,0,2,0,0,0,0,0,0,0,1,0,0,0
com.github.marcoferrer.krotoplus,9,9,0,0,0,0,0,0,0,0,0,0,0,0
com.google.gradle,10,0,0,0,0,8,0,0,1,1,0,0,0,0
de.itemis.mps,2,0,0,0,0,2,0,0,0,0,0,0,0,0
com.google.googlejavaformat,3,1,0,0,0,1,0,0,1,0,0,0,0,0
de.rtrx.a,1,1,0,0,0,0,0,0,0,0,0,0,0,0
dev.misfitlabs.kotlinguice4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
net.dean.jraw,3,2,0,0,0,0,0,0,1,0,0,0,0,0
com.google.inject.extensions,6,4,0,0,0,0,2,0,0,0,0,0,0,0
com.codingfeline.buildkonfig,2,0,0,0,0,2,0,0,0,0,0,0,0,0
net.sf.trove4j,3,1,0,0,0,0,0,0,2,0,0,0,0,0
com.nextbreakpoint,2,2,0,0,0,0,0,0,0,0,0,0,0,0
io.undertow,12,3,0,0,0,0,4,0,5,0,0,0,0,0
org.apache.solr,1,0,0,0,0,0,0,0,0,0,1,0,0,0
com.github.only52607,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.springframework.restdocs,11,0,4,0,0,0,0,0,4,0,3,0,0,0
org.junit-pioneer,5,0,5,0,0,0,0,0,0,0,0,0,0,0
org.hibernate.validator,4,1,1,0,0,0,0,0,0,0,1,0,0,1
com.jayway.jsonpath,19,5,7,0,0,0,2,0,2,0,3,0,0,0
com.github.java-json-tools,5,1,2,0,0,1,0,0,0,0,1,0,0,0
com.github.erosb,2,0,1,0,0,0,0,0,1,0,0,0,0,0
com.avast.gradle,6,0,0,0,0,5,0,0,1,0,0,0,0,0
ai.djl.pytorch,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.waicool20,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.github.monun,5,4,0,0,0,0,0,0,0,1,0,0,0,0
net.justmachinery.shellin,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.camunda.bpm.springboot,3,3,0,0,0,0,0,0,0,0,0,0,0,0
org.camunda.bpm,3,3,0,0,0,0,0,0,0,0,0,0,0,0
org.camunda.spin,2,2,0,0,0,0,0,0,0,0,0,0,0,0
CraftTweaker2,4,1,0,0,0,0,0,0,3,0,0,0,0,0
com.trevjonez.github,2,0,0,0,0,0,2,0,0,0,0,0,0,0
org.freemarker,19,8,1,0,0,3,1,0,5,1,0,0,0,0
com.danielgergely.kgl,5,4,0,0,0,0,1,0,0,0,0,0,0,0
spek,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.deepsymmetry,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.joml,5,4,0,0,0,0,1,0,0,0,0,0,0,0
org.jmdns,1,1,0,0,0,0,0,0,0,0,0,0,0,0
net.subroh0508.kotlinmaterialui,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.x5dev,2,1,0,0,0,0,0,0,1,0,0,0,0,0
org.apache.xmlgraphics,4,4,0,0,0,0,0,0,0,0,0,0,0,0
org.jetbrains.compose,9,2,0,0,0,7,0,0,0,0,0,0,0,0
org.apache.wicket,9,0,0,0,0,0,0,0,3,6,0,0,0,0
org.wicketstuff,4,0,0,0,0,0,0,0,2,2,0,0,0,0
de.agilecoders.wicket,5,0,0,0,0,0,0,0,3,2,0,0,0,0
de.agilecoders.wicket.webjars,1,0,0,0,0,0,0,0,0,1,0,0,0,0
com.cpacm,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.facebook.stetho,5,4,0,0,0,0,1,0,0,0,0,0,0,0
ink.ptms.cronus,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.guillaumevdn.gcore,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.guillaumevdn.questcreator,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.ronmamo,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.Tea-Ayataka,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.neovisionaries,5,5,0,0,0,0,0,0,0,0,0,0,0,0
com.facebook.shimmer,2,2,0,0,0,0,0,0,0,0,0,0,0,0
io.strikt,14,2,11,0,0,0,1,0,0,0,0,0,0,0
org.leadpony.justify,1,0,1,0,0,0,0,0,0,0,0,0,0,0
org.leadpony.joy,1,0,0,0,0,0,0,0,0,0,0,0,0,1
com.teamdev.jxbrowser,5,0,0,0,0,0,0,0,5,0,0,0,0,0
io.johnsonlee.buildprops,2,0,0,0,0,2,0,0,0,0,0,0,0,0
io.bootstage.testkit,18,9,9,0,0,0,0,0,0,0,0,0,0,0
com.vdurmont,10,6,0,0,0,0,2,0,2,0,0,0,0,0
org.eclipse.lsp4j,5,4,0,0,0,0,0,0,1,0,0,0,0,0
com.github.fwcd.kotlin-language-server,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.google.auto,4,3,0,0,0,0,0,0,1,0,0,0,0,0
androidx.viewpager2,7,7,0,0,0,0,0,0,0,0,0,0,0,0
androidx.vectordrawable,4,4,0,0,0,0,0,0,0,0,0,0,0,0
com.querydsl,10,4,0,0,0,0,4,1,1,0,0,0,0,0
com.blazebit,7,1,1,0,0,0,0,0,0,1,0,2,0,2
gradle.plugin.com.github.jk1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
