groupId,count,implementation,testImplementation,androidTestImplementation,kapt,classpath,api,annotationProcessor,compile,compileOnly,testCompile,testRuntimeOnly,testRuntime,runtimeOnly
com.prolificinteractive,2,2,0,0,0,0,0,0,0,0,0,0,0,0
agency.tango.android,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.shem8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.amap.api,31,31,0,0,0,0,0,0,0,0,0,0,0,0
com.githang,5,3,0,0,0,1,1,0,0,0,0,0,0,0
com.haozhang.libary,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.VictorAlbertos.RxCache,6,2,0,0,0,0,3,0,1,0,0,0,0,0
com.annimon,12,8,1,1,0,0,1,0,1,0,0,0,0,0
com.tapadoo.android,4,3,0,0,0,0,1,0,0,0,0,0,0,0
com.github.piasy,28,23,0,0,0,0,3,0,2,0,0,0,0,0
com.github.garretyoder,2,1,0,0,0,0,1,0,0,0,0,0,0,0
com.qq.mta,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.tencent.mid,2,1,0,0,0,0,1,0,0,0,0,0,0,0
com.qq.visual,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.otaliastudios,18,17,0,0,0,0,1,0,0,0,0,0,0,0
cn.edu.twt.retrox,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.github.ybq,23,19,0,0,0,0,1,0,3,0,0,0,0,0
com.zzhoujay.richtext,5,3,0,0,0,0,1,0,1,0,0,0,0,0
com.jaeger.ninegridimageview,3,2,0,0,0,0,1,0,0,0,0,0,0,0
com.carson_ho,1,1,0,0,0,0,0,0,0,0,0,0,0,0
co.metalab.asyncawait,3,1,0,0,0,0,0,0,2,0,0,0,0,0
org.funktionale,12,2,2,0,0,0,2,0,6,0,0,0,0,0
org.celtric.kotlin,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.jetbrains.kotlin.kapt,1,0,0,0,0,1,0,0,0,0,0,0,0,0
com.github.horaciocome1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
io.sentry,39,26,0,0,0,9,0,0,4,0,0,0,0,0
com.cometchat,4,3,0,0,0,0,0,0,0,1,0,0,0,0
androidx.webkit,20,19,0,0,0,0,1,0,0,0,0,0,0,0
io.github.rakutentech.manifestconfig,2,1,0,0,1,0,0,0,0,0,0,0,0,0
io.github.rakutentech.sdkutils,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.rakuten.tech.mobile.analytics,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.dmitrymalkovich.android,4,4,0,0,0,0,0,0,0,0,0,0,0,0
com.skyfishjy.ripplebackground,5,4,0,0,0,0,0,0,1,0,0,0,0,0
at.favre.lib,5,5,0,0,0,0,0,0,0,0,0,0,0,0
com.tickaroo.tikxml,15,10,0,0,5,0,0,0,0,0,0,0,0,0
com.trello.rxlifecycle3,27,9,0,0,0,0,18,0,0,0,0,0,0,0
se.emilsjolander,2,1,0,0,0,0,0,0,1,0,0,0,0,0
com.github.thellmund.Android-Week-View,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.scurab,3,3,0,0,0,0,0,0,0,0,0,0,0,0
androidx.slidingpanelayout,4,4,0,0,0,0,0,0,0,0,0,0,0,0
com.google.android.tools,2,1,0,0,0,0,1,0,0,0,0,0,0,0
io.github.cottonmc,1,1,0,0,0,0,0,0,0,0,0,0,0,0
javax.jmdns,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.even,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.panpf.bintray-publish,13,0,0,0,0,13,0,0,0,0,0,0,0,0
com.vladsch.flexmark,45,21,0,0,0,0,6,0,16,0,0,2,0,0
com.j256.simplemagic,2,0,0,0,0,0,0,0,2,0,0,0,0,0
com.github.tomakehurst,32,1,24,0,0,2,1,0,0,0,4,0,0,0
net.java.sezpoz,1,0,0,0,1,0,0,0,0,0,0,0,0,0
androidx.sqlite,18,16,0,0,0,0,2,0,0,0,0,0,0,0
com.tughi.sax,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.spockframework,29,0,11,0,0,0,0,0,1,0,17,0,0,0
com.sparkjava,16,7,0,0,0,0,0,0,9,0,0,0,0,0
io.emeraldpay,1,1,0,0,0,0,0,0,0,0,0,0,0,0
io.projectreactor.addons,4,2,0,0,0,0,0,0,1,0,1,0,0,0
com.salesforce.servicelibs,3,1,0,0,0,0,2,0,0,0,0,0,0,0
io.infinitape,8,8,0,0,0,0,0,0,0,0,0,0,0,0
org.bitcoinj,13,8,0,0,0,0,2,0,3,0,0,0,0,0
org.mock-server,14,2,2,0,0,0,2,0,0,0,8,0,0,0
nl.jqno.equalsverifier,4,0,4,0,0,0,0,0,0,0,0,0,0,0
dk.nodes.nstack,7,4,0,0,0,3,0,0,0,0,0,0,0,0
dk.nodes.arch,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.gfx.ribbonizer,3,0,0,0,0,3,0,0,0,0,0,0,0,0
dk.nodes.ci,2,0,0,0,0,2,0,0,0,0,0,0,0,0
org.shredzone.commons,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ru.noties.markwon,8,8,0,0,0,0,0,0,0,0,0,0,0,0
com.github.KieronQuinn,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.lsposed.hiddenapibypass,9,9,0,0,0,0,0,0,0,0,0,0,0,0
com.ironsource.aura.dslint,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.github.node-gradle,7,4,0,0,0,3,0,0,0,0,0,0,0,0
com.devbrackets.android,9,9,0,0,0,0,0,0,0,0,0,0,0,0
ca.allanwang.kau,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cn.nukkit,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.feelschaotic,6,3,0,0,0,2,0,0,1,0,0,0,0,0
com.aliyun.dpa,2,0,0,0,0,0,0,0,1,1,0,0,0,0
com.feelschaotic.sdk,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.github.restorer,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.elvishew,11,8,0,0,0,0,3,0,0,0,0,0,0,0
online.devliving,1,1,0,0,0,0,0,0,0,0,0,0,0,0
net.yslibrary.keyboardvisibilityevent,13,8,0,3,0,0,1,0,1,0,0,0,0,0
androidx.tonyodev.fetch2,6,6,0,0,0,0,0,0,0,0,0,0,0,0
com.samigehi,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.addisonelliott,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.google.auth,7,3,0,0,0,0,2,0,2,0,0,0,0,0
com.polidea.rxandroidble,4,2,0,0,0,0,0,0,2,0,0,0,0,0
io.github.simonschiller,1,0,0,0,0,1,0,0,0,0,0,0,0,0
com.github.kotlin-graphics,8,4,0,0,0,0,0,0,4,0,0,0,0,0
org.jogamp.gluegen,9,3,0,0,0,0,0,0,6,0,0,0,0,0
org.jogamp.jogl,7,3,0,0,0,0,0,0,4,0,0,0,0,0
com.yanzhenjie,14,8,0,0,0,0,2,0,4,0,0,0,0,0
com.drakeet.multitype,14,9,0,0,0,0,5,0,0,0,0,0,0,0
net.portswigger.burp.extender,4,1,0,0,0,0,0,0,3,0,0,0,0,0
org.python,2,1,0,0,0,0,0,0,1,0,0,0,0,0
org.ajoberstar.grgit,7,3,0,0,0,4,0,0,0,0,0,0,0,0
${it.key},2,2,0,0,0,0,0,0,0,0,0,0,0,0
me.lazmaid.kraph,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.classic.common,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.github.Dovar66,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.cysion,2,1,0,0,0,0,1,0,0,0,0,0,0,0
com.scwang.wave,1,0,0,0,0,0,1,0,0,0,0,0,0,0
io.github.prototypez,2,0,0,0,0,2,0,0,0,0,0,0,0,0
com.github.Commit451,19,17,0,0,0,0,2,0,0,0,0,0,0,0
com.uber.autodispose2,7,7,0,0,0,0,0,0,0,0,0,0,0,0
com.github.Commit451.AdapterLayout,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.Commit451.Addendum,6,6,0,0,0,0,0,0,0,0,0,0,0,0
com.github.Jawnnypoo,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.github.ivbaranov,5,4,0,0,0,0,0,0,1,0,0,0,0,0
com.github.novoda,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.atlassian.commonmark,24,17,0,0,0,0,0,0,7,0,0,0,0,0
io.kindedj,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.github.markusfisch,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.github.MatrixDev.Roomigrant,6,3,0,0,3,0,0,0,0,0,0,0,0,0
com.dropbox.mobile.store,11,10,0,0,0,0,0,0,0,1,0,0,0,0
app.cash.turbine,15,4,10,0,0,0,1,0,0,0,0,0,0,0
com.github.Sh4dowSoul.ComposePreferences,5,5,0,0,0,0,0,0,0,0,0,0,0,0
com.github.marcoscgdev,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.google.android.libraries.places,28,25,0,0,0,0,3,0,0,0,0,0,0,0
com.github.mcginty,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.adarshr,10,2,0,0,0,8,0,0,0,0,0,0,0,0
com.splendo.kaluga,23,23,0,0,0,0,0,0,0,0,0,0,0,0
ru.pocketbyte.kydra,4,2,0,0,0,0,1,0,1,0,0,0,0,0
com.tspoon.traceur,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.beloo.widget,4,4,0,0,0,0,0,0,0,0,0,0,0,0
com.couchbase.lite,2,1,0,0,0,0,1,0,0,0,0,0,0,0
com.malinskiy,8,6,0,0,0,0,1,0,1,0,0,0,0,0
com.github.theapache64,7,3,2,0,0,0,2,0,0,0,0,0,0,0
com.ToxicBakery.logging,2,1,0,0,0,0,1,0,0,0,0,0,0,0
com.arkivanov.decompose,4,4,0,0,0,0,0,0,0,0,0,0,0,0
com.alialbaali.kamel,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.fabioCollini.daggermock,19,0,13,3,0,0,1,0,0,0,2,0,0,0
net.lingala.zip4j,15,15,0,0,0,0,0,0,0,0,0,0,0,0
com.clrvynce.android,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.tbuonomo,2,1,0,0,0,0,1,0,0,0,0,0,0,0
ru.bullyboo.view,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.dhaval2404,8,7,0,0,0,0,1,0,0,0,0,0,0,0
com.github.shockbytes,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.github.jixiaoyong,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.jcodecraeer,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.woxthebox,4,3,0,0,0,0,0,0,1,0,0,0,0,0
androidx.tonyodev.fetch2okhttp,3,3,0,0,0,0,0,0,0,0,0,0,0,0
me.yokeyword,12,9,0,0,0,0,2,0,1,0,0,0,0,0
com.github.LuckSiege.PictureSelector,5,5,0,0,0,0,0,0,0,0,0,0,0,0
jp.co.cyberagent.android.gpuimage,4,2,0,0,0,0,0,0,2,0,0,0,0,0
com.github.gnosis.bivrost-kotlin,20,16,0,0,0,3,1,0,0,0,0,0,0,0
com.github.komputing.kethereum,55,54,0,0,0,0,1,0,0,0,0,0,0,0
com.github.uport-project.kotlin-did-jwt,4,0,2,0,0,0,2,0,0,0,0,0,0,0
com.github.uport-project.uport-android-sdk,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.mirceanis,1,0,0,1,0,0,0,0,0,0,0,0,0,0
com.github.uport-project.kotlin-common,5,0,2,0,0,0,3,0,0,0,0,0,0,0
com.github.uport-project,3,1,0,0,0,0,2,0,0,0,0,0,0,0
gradle.plugin.com.craigburke.gradle,4,0,0,0,0,4,0,0,0,0,0,0,0,0
com.strumenta.antlr-kotlin,10,0,0,0,0,4,1,0,5,0,0,0,0,0
io.pristine,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.eclipsesource.minimal-json,8,3,2,0,0,0,0,0,3,0,0,0,0,0
io.github.manamiproject,9,6,1,0,0,0,2,0,0,0,0,0,0,0
eu.hansolo,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.lwjgl,74,35,0,0,0,0,15,0,16,0,0,0,0,8
com.github.oshi,7,6,0,0,0,0,1,0,0,0,0,0,0,0
org.asynchttpclient,4,2,0,0,0,0,0,0,2,0,0,0,0,0
com.sun.activation,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.supercilex.gradle,1,0,0,0,0,1,0,0,0,0,0,0,0,0
com.github.Chrisvin,4,4,0,0,0,0,0,0,0,0,0,0,0,0
com.github.jasminb,3,1,0,0,0,0,1,0,1,0,0,0,0,0
org.tokend,6,2,0,0,0,0,0,0,4,0,0,0,0,0
com.github.shadowsocks,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.google.ar,14,12,0,0,0,0,2,0,0,0,0,0,0,0
com.github.jensim,1,0,1,0,0,0,0,0,0,0,0,0,0,0
io.swagger,18,9,2,0,0,0,4,0,3,0,0,0,0,0
biz.aQute.bnd,8,6,0,0,0,2,0,0,0,0,0,0,0,0
com.nabilhachicha,1,0,0,0,0,1,0,0,0,0,0,0,0,0
com.github.f0ris.sweetalert,7,6,0,0,0,0,0,0,1,0,0,0,0,0
com.github.Shashank02051997,3,3,0,0,0,0,0,0,0,0,0,0,0,0
io.paperdb,7,6,0,0,0,0,1,0,0,0,0,0,0,0
com.afollestad.assent,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.googlecode.mp4parser,5,4,0,0,0,0,0,0,1,0,0,0,0,0
gradle.plugin.com.soywiz,1,0,0,0,0,1,0,0,0,0,0,0,0,0
org.jogamp.jocl,1,0,0,0,0,0,0,0,1,0,0,0,0,0
io.rsocket.kotlin,12,10,1,0,0,0,1,0,0,0,0,0,0,0
org.rocksdb,2,1,0,0,0,0,0,0,1,0,0,0,0,0
io.karn,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.nirhart,1,1,0,0,0,0,0,0,0,0,0,0,0,0
androidx.leanback,28,22,0,0,0,0,6,0,0,0,0,0,0,0
me.xdrop,5,5,0,0,0,0,0,0,0,0,0,0,0,0
co.touchlab.knarch,3,3,0,0,0,0,0,0,0,0,0,0,0,0
co.touchlab.knarch.threads,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.github.qingmei2,4,4,0,0,0,0,0,0,0,0,0,0,0,0
it.sephiroth.android.library.imagezoom,5,3,0,0,0,0,2,0,0,0,0,0,0,0
org.jetbrains.teamcity,3,0,0,0,0,0,0,0,2,0,1,0,0,0
net.jodah,7,2,3,0,0,0,0,0,2,0,0,0,0,0
ch.delconte.screeps-kotlin,2,1,0,0,0,0,0,0,1,0,0,0,0,0
com.tieudieu.passwordview,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.RobertApikyan,2,1,0,0,0,0,1,0,0,0,0,0,0,0
com.larswerkman,7,3,0,0,0,0,1,0,3,0,0,0,0,0
com.roughike,13,10,0,0,0,0,1,0,2,0,0,0,0,0
fr.bmartel,2,1,0,0,0,0,0,0,1,0,0,0,0,0
com.nostra13.universalimageloader,10,7,0,0,0,0,0,0,3,0,0,0,0,0
com.github.rahatarmanahmed,4,4,0,0,0,0,0,0,0,0,0,0,0,0
org.bsc.util,3,2,0,0,0,0,1,0,0,0,0,0,0,0
com.github.bmelnychuk,5,5,0,0,0,0,0,0,0,0,0,0,0,0
com.wada811,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.thebluealliance,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.github.douglasjunior,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.robohorse.pagerbullet,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.daasuu,4,4,0,0,0,0,0,0,0,0,0,0,0,0
cafe.cryptography,1,0,0,0,0,0,1,0,0,0,0,0,0,0
org.nield,9,5,1,0,0,0,0,0,3,0,0,0,0,0
org.apache.sshd,2,0,0,0,0,0,0,0,2,0,0,0,0,0
com.madgag,2,1,0,0,0,0,0,0,1,0,0,0,0,0
com.googlecode.android-query,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.ligi,4,1,0,0,0,0,0,0,3,0,0,0,0,0
com.squareup.assertj,31,0,25,5,0,0,0,0,0,0,1,0,0,0
com.github.JakeWharton,5,3,0,0,0,2,0,0,0,0,0,0,0,0
com.github.markzhai,3,2,0,0,0,0,1,0,0,0,0,0,0,0
com.github.Kennyc1012,14,9,0,0,0,0,4,0,1,0,0,0,0,0
com.github.anzaizai,3,1,0,0,0,0,2,0,0,0,0,0,0,0
com.hx.multi-image-selector,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.mojang,7,2,0,0,0,0,0,0,1,4,0,0,0,0
com.jagrosh,3,2,0,0,0,0,0,0,1,0,0,0,0,0
com.github.cookiedragon234,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.tradingview,1,1,0,0,0,0,0,0,0,0,0,0,0,0
io.requery,61,19,0,0,14,0,0,2,26,0,0,0,0,0
net.sf.kxml,17,4,5,0,0,0,0,0,0,5,0,0,0,3
com.github.muhrifqii.ParseRSS,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.github.Vove7.SmartKey,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.wonderkiln,4,4,0,0,0,0,0,0,0,0,0,0,0,0
com.juniperphoton,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.tukaani,9,8,0,0,0,0,0,0,0,0,1,0,0,0
com.kbeanie,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.uber.rib,2,0,1,0,1,0,0,0,0,0,0,0,0,0
com.github.muddassir235,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.leomindez,2,0,0,0,0,0,0,0,2,0,0,0,0,0
com.github.pozo,6,0,0,0,3,0,3,0,0,0,0,0,0,0
org.mapstruct,14,3,0,0,5,0,3,1,2,0,0,0,0,0
org.dom4j,5,2,0,0,0,0,3,0,0,0,0,0,0,0
com.github.parse-community,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.google.re2j,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.github.XYOracleNetwork,3,3,0,0,0,0,0,0,0,0,0,0,0,0
com.github.FRCTeam4069,1,0,0,0,0,0,1,0,0,0,0,0,0,0
edu.wpi.first.wpimath,1,0,0,0,0,0,1,0,0,0,0,0,0,0
nz.co.trademe.mapme,5,5,0,0,0,0,0,0,0,0,0,0,0,0
com.github.thepacific,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ch.dissem.jabit,6,6,0,0,0,0,0,0,0,0,0,0,0,0
com.github.kobakei,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.github.amlcurran.showcaseview,4,3,0,0,0,0,0,0,1,0,0,0,0,0
com.github.angads25,6,6,0,0,0,0,0,0,0,0,0,0,0,0
com.haroncode.gemini,2,2,0,0,0,0,0,0,0,0,0,0,0,0
org.hashids,5,1,0,0,0,0,1,0,3,0,0,0,0,0
gradle.plugin.org.mozilla.rust-android-gradle,1,0,0,0,0,1,0,0,0,0,0,0,0,0
com.github.sundeepk,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.agilie,3,0,0,0,0,0,0,0,3,0,0,0,0,0
com.google.errorprone,8,7,1,0,0,0,0,0,0,0,0,0,0,0
com.github.davidmoten,5,3,0,0,0,0,1,0,1,0,0,0,0,0
org.quicktheories,4,0,4,0,0,0,0,0,0,0,0,0,0,0
edu.rice.ricechecks,1,1,0,0,0,0,0,0,0,0,0,0,0,0
javax.cache,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.androidhuman.rxfirebase2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.arduia,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.tfcporciuncula.flow-preferences,3,3,0,0,0,0,0,0,0,0,0,0,0,0
net.sourceforge.jexcelapi,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.lightningkite,3,0,0,0,0,3,0,0,0,0,0,0,0,0
com.android.ydkit,7,7,0,0,0,0,0,0,0,0,0,0,0,0
net.rdrei.android.buildtimetracker,3,0,0,0,0,3,0,0,0,0,0,0,0,0
com.github.ssseasonnn,8,3,0,0,0,0,5,0,0,0,0,0,0,0
com.taskail,1,1,0,0,0,0,0,0,0,0,0,0,0,0
cc.chenhe,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.heinrichreimersoftware,7,6,0,0,0,0,0,0,1,0,0,0,0,0
org.nanohttpd,39,30,1,2,0,0,4,0,2,0,0,0,0,0
me.panpf,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.drakeet.about,8,8,0,0,0,0,0,0,0,0,0,0,0,0
com.flurry.android,7,7,0,0,0,0,0,0,0,0,0,0,0,0
io.intercom.android,4,2,1,0,0,0,0,0,0,1,0,0,0,0
com.mixpanel.android,9,7,1,0,0,0,0,0,1,0,0,0,0,0
com.kissmetrics.sdk,2,0,1,0,0,0,0,0,0,1,0,0,0,0
com.github.yole.jitwatch,1,0,0,0,0,0,0,0,1,0,0,0,0,0
net.md-5,10,1,0,0,0,2,0,0,1,6,0,0,0,0
com.velocitypowered,11,1,0,0,1,0,0,4,0,5,0,0,0,0
com.auth0,23,11,1,0,0,0,4,0,7,0,0,0,0,0
com.github.kmehrunes,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.robinbraemer,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.eclipse.aether,15,8,0,0,0,0,0,0,7,0,0,0,0,0
org.apache.ivy,2,1,0,0,0,0,1,0,0,0,0,0,0,0
com.aliyun.ams,14,8,0,0,0,0,2,0,0,4,0,0,0,0
com.leon.channel,5,1,0,0,0,4,0,0,0,0,0,0,0,0
com.github.jdsjlzx,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.yanzhenjie.permission,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.github.promeg,6,4,0,0,0,0,2,0,0,0,0,0,0,0
com.vdurmont,13,9,0,0,0,0,2,0,2,0,0,0,0,0
com.github.michael-rapp,1,0,0,0,0,0,1,0,0,0,0,0,0,0
com.h6ah4i.android.materialshadowninepatch,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.h6ah4i.android.widget.advrecyclerview,4,4,0,0,0,0,0,0,0,0,0,0,0,0
com.github.tlaabs,1,1,0,0,0,0,0,0,0,0,0,0,0,0
net.dv8tion,11,2,0,0,0,0,2,0,4,3,0,0,0,0
com.github.devoxin,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.github.natanbc,5,3,0,0,0,0,0,0,2,0,0,0,0,0
ninja.leaping.configurate,1,0,0,0,0,0,0,0,1,0,0,0,0,0
com.rethinkdb,5,2,2,0,0,0,0,0,1,0,0,0,0,0
org.redisson,1,0,0,0,0,0,0,0,1,0,0,0,0,0
org.robospock,1,0,0,0,0,0,0,0,0,0,1,0,0,0
io.projectreactor.kafka,2,0,0,0,0,0,0,0,2,0,0,0,0,0
org.influxdb,12,3,4,0,0,0,4,0,1,0,0,0,0,0
com.priyankvasa.android,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.einmalfel,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.tbouron.shakedetector,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.securityfirst,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.tiagohm.MarkdownView,5,4,0,0,0,0,0,0,1,0,0,0,0,0
com.github.codekidX,4,2,0,0,0,0,2,0,0,0,0,0,0,0
io.github.luizgrp.sectionedrecyclerviewadapter,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.stepstone.stepper,3,2,0,0,0,0,0,0,1,0,0,0,0,0
com.bluelinelabs,51,30,0,0,1,0,11,0,9,0,0,0,0,0
net.zetetic,7,6,0,0,0,0,1,0,0,0,0,0,0,0
info.guardianproject.iocipher,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.itextpdf,7,7,0,0,0,0,0,0,0,0,0,0,0,0
com.itextpdf.tool,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.felipecsl.asymmetricgridview,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.nabinbhandari.android,5,5,0,0,0,0,0,0,0,0,0,0,0,0
com.github.halysongoncalves,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.google.android.agera,1,1,0,0,0,0,0,0,0,0,0,0,0,0
me.drakeet.retrofit2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.ligboy.retrofit2,4,1,0,0,0,0,1,0,1,1,0,0,0,0
org.jetbrains.research,2,0,0,0,0,1,0,0,0,0,1,0,0,0
com.enefce.libraries,1,1,0,0,0,0,0,0,0,0,0,0,0,0
io.github.aakira,15,15,0,0,0,0,0,0,0,0,0,0,0,0
com.ustadmobile.door,21,14,0,0,1,0,0,0,0,6,0,0,0,0
com.ustadmobile.xmlpullparserkmp,6,6,0,0,0,0,0,0,0,0,0,0,0,0
com.github.h-thurow,8,8,0,0,0,0,0,0,0,0,0,0,0,0
com.linkedin.android.litr,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.neovisionaries,11,11,0,0,0,0,0,0,0,0,0,0,0,0
com.ustadmobile.codec2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.wordpress-mobile.WordPress-Aztec-Android,2,2,0,0,0,0,0,0,0,0,0,0,0,0
org.wordpress,14,10,0,0,2,0,2,0,0,0,0,0,0,0
com.kaspersky.android-components,5,0,0,5,0,0,0,0,0,0,0,0,0,0
it.xabaras.android.espresso,1,0,0,1,0,0,0,0,0,0,0,0,0,0
com.ustadmobile.adbscreenrecorder,1,0,0,1,0,0,0,0,0,0,0,0,0,0
com.gradle,8,1,0,0,0,6,0,0,0,1,0,0,0,0
io.github.bonigarcia,5,4,0,0,0,0,0,0,0,0,1,0,0,0
net.lightbody.bmp,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.minyushov.gradle,1,0,0,0,0,1,0,0,0,0,0,0,0,0
no.nordicsemi.android.support.v18,9,8,0,1,0,0,0,0,0,0,0,0,0,0
com.vincentmasselis.rxuikotlin,2,2,0,0,0,0,0,0,0,0,0,0,0,0
com.vincentmasselis.rxbluetoothkotlin,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.skt.nugu.sdk,13,9,0,0,0,0,4,0,0,0,0,0,0,0
com.skt.nugu.jademarble,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.skt.nugu.keensense,1,1,0,0,0,0,0,0,0,0,0,0,0,0
org.apache.tomcat,4,1,0,0,0,0,1,0,0,2,0,0,0,0
com.skt.nugu,3,2,0,0,0,0,1,0,0,0,0,0,0,0
com.soywiz.korlibs.korge.plugins,6,0,0,0,0,6,0,0,0,0,0,0,0,0
com.github.jvm-redux.jvm-redux-api,2,0,0,0,0,0,0,0,1,0,1,0,0,0
dom4j,3,1,0,0,0,0,1,0,1,0,0,0,0,0
jaxen,3,1,0,0,0,0,1,0,1,0,0,0,0,0
nz.net.ultraq.thymeleaf,3,2,0,0,0,0,0,0,1,0,0,0,0,0
org.webjars.npm,2,1,0,0,0,0,0,0,1,0,0,0,0,0
org.webjars.bower,2,1,0,0,0,0,0,0,1,0,0,0,0,0
com.edwardstock.android,5,5,0,0,0,0,0,0,0,0,0,0,0,0
io.github.centrifugal,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.github.zerobranch,1,1,0,0,0,0,0,0,0,0,0,0,0,0
com.airbnb,9,3,0,0,4,0,0,1,1,0,0,0,0,0
com.squareup.rx.idler,5,1,0,4,0,0,0,0,0,0,0,0,0,0
